Código do Nível Geográfico;Nível Geográfico;Código do Item Geográfico;Item Geográfico;Ordem Geográfica;Código do Item Temporal;Nível Temporal;Item Temporal;Residência em 31/07/2005, UF, município ou país estrangeiro;Residência em 31/07/2005, UF, município ou país estrangeiro (código);Residência em 31/07/2005, UF, município ou país estrangeiro (ordem);Idade calculada, anos, classe;Idade calculada, anos, classe (código);Idade calculada, anos, classe (ordem);Sexo;Sexo (código);Sexo (ordem);Frequência;Observações
9320;Divisão de Região Metropolitana, colar, etc;2300;RM Curitiba;1;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 90 a 94 anos;20;20;Feminino;2;2;X;X
9320;Divisão de Região Metropolitana, colar, etc;2300;RM Curitiba;1;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 95 a 99 anos;21;21;Feminino;2;2;X;X
9235;Município (2010);4100202;ADRIANÓPOLIS;2;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 5 a 9 anos;2;2;Masculino;1;1;X;X
9235;Município (2010);4100202;ADRIANÓPOLIS;2;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 5 a 9 anos;2;2;Feminino;2;2;X;X
9235;Município (2010);4100202;ADRIANÓPOLIS;2;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 10 a 14 anos;3;3;Masculino;1;1;X;X
9235;Município (2010);4100202;ADRIANÓPOLIS;2;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 10 a 14 anos;3;3;Feminino;2;2;X;X
9235;Município (2010);4100202;ADRIANÓPOLIS;2;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 15 a 17 anos;4;4;Masculino;1;1;X;X
9235;Município (2010);4100202;ADRIANÓPOLIS;2;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 15 a 17 anos;4;4;Feminino;2;2;X;X
9235;Município (2010);4100202;ADRIANÓPOLIS;2;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 18 a 19 anos;5;5;Feminino;2;2;X;X
9235;Município (2010);4100202;ADRIANÓPOLIS;2;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 20 a 24 anos;6;6;Masculino;1;1;X;X
9235;Município (2010);4100202;ADRIANÓPOLIS;2;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 20 a 24 anos;6;6;Feminino;2;2;X;X
9235;Município (2010);4100202;ADRIANÓPOLIS;2;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 25 a 29 anos;7;7;Masculino;1;1;X;X
9235;Município (2010);4100202;ADRIANÓPOLIS;2;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 25 a 29 anos;7;7;Feminino;2;2;X;X
9235;Município (2010);4100202;ADRIANÓPOLIS;2;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 30 a 34 anos;8;8;Masculino;1;1;X;X
9235;Município (2010);4100202;ADRIANÓPOLIS;2;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 30 a 34 anos;8;8;Feminino;2;2;X;X
9235;Município (2010);4100202;ADRIANÓPOLIS;2;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 35 a 39 anos;9;9;Feminino;2;2;X;X
9235;Município (2010);4100202;ADRIANÓPOLIS;2;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 40 a 44 anos;10;10;Feminino;2;2;X;X
9235;Município (2010);4100202;ADRIANÓPOLIS;2;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 45 a 49 anos;11;11;Masculino;1;1;X;X
9235;Município (2010);4100202;ADRIANÓPOLIS;2;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 45 a 49 anos;11;11;Feminino;2;2;X;X
9235;Município (2010);4100202;ADRIANÓPOLIS;2;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 50 a 54 anos;12;12;Masculino;1;1;X;X
9235;Município (2010);4100202;ADRIANÓPOLIS;2;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 50 a 54 anos;12;12;Feminino;2;2;X;X
9235;Município (2010);4100202;ADRIANÓPOLIS;2;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 55 a 59 anos;13;13;Masculino;1;1;X;X
9235;Município (2010);4100202;ADRIANÓPOLIS;2;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 60 a 64 anos;14;14;Feminino;2;2;X;X
9235;Município (2010);4100202;ADRIANÓPOLIS;2;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 65 a 69 anos;15;15;Feminino;2;2;X;X
9235;Município (2010);4100202;ADRIANÓPOLIS;2;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 70 a 74 anos;16;16;Masculino;1;1;X;X
9235;Município (2010);4100202;ADRIANÓPOLIS;2;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 70 a 74 anos;16;16;Feminino;2;2;X;X
9235;Município (2010);4100301;AGUDOS DO SUL;3;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 5 a 9 anos;2;2;Masculino;1;1;X;X
9235;Município (2010);4100301;AGUDOS DO SUL;3;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 5 a 9 anos;2;2;Feminino;2;2;X;X
9235;Município (2010);4100301;AGUDOS DO SUL;3;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 10 a 14 anos;3;3;Masculino;1;1;X;X
9235;Município (2010);4100301;AGUDOS DO SUL;3;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 10 a 14 anos;3;3;Feminino;2;2;X;X
9235;Município (2010);4100301;AGUDOS DO SUL;3;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 15 a 17 anos;4;4;Masculino;1;1;X;X
9235;Município (2010);4100301;AGUDOS DO SUL;3;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 15 a 17 anos;4;4;Feminino;2;2;X;X
9235;Município (2010);4100301;AGUDOS DO SUL;3;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 20 a 24 anos;6;6;Feminino;2;2;X;X
9235;Município (2010);4100301;AGUDOS DO SUL;3;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 25 a 29 anos;7;7;Masculino;1;1;X;X
9235;Município (2010);4100301;AGUDOS DO SUL;3;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 25 a 29 anos;7;7;Feminino;2;2;X;X
9235;Município (2010);4100301;AGUDOS DO SUL;3;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 30 a 34 anos;8;8;Masculino;1;1;X;X
9235;Município (2010);4100301;AGUDOS DO SUL;3;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 30 a 34 anos;8;8;Feminino;2;2;X;X
9235;Município (2010);4100301;AGUDOS DO SUL;3;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 35 a 39 anos;9;9;Masculino;1;1;X;X
9235;Município (2010);4100301;AGUDOS DO SUL;3;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 35 a 39 anos;9;9;Feminino;2;2;X;X
9235;Município (2010);4100301;AGUDOS DO SUL;3;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 45 a 49 anos;11;11;Masculino;1;1;X;X
9235;Município (2010);4100301;AGUDOS DO SUL;3;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 50 a 54 anos;12;12;Masculino;1;1;X;X
9235;Município (2010);4100301;AGUDOS DO SUL;3;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 50 a 54 anos;12;12;Feminino;2;2;X;X
9235;Município (2010);4100301;AGUDOS DO SUL;3;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 55 a 59 anos;13;13;Feminino;2;2;X;X
9235;Município (2010);4100301;AGUDOS DO SUL;3;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 60 a 64 anos;14;14;Masculino;1;1;X;X
9235;Município (2010);4100301;AGUDOS DO SUL;3;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 65 a 69 anos;15;15;Feminino;2;2;X;X
9235;Município (2010);4100301;AGUDOS DO SUL;3;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 70 a 74 anos;16;16;Masculino;1;1;X;X
9235;Município (2010);4100301;AGUDOS DO SUL;3;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 85 a 89 anos;19;19;Masculino;1;1;X;X
9235;Município (2010);4100400;ALMIRANTE TAMANDARÉ;4;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 5 a 9 anos;2;2;Masculino;1;1;232;24
9235;Município (2010);4100400;ALMIRANTE TAMANDARÉ;4;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 5 a 9 anos;2;2;Feminino;2;2;75;7
9235;Município (2010);4100400;ALMIRANTE TAMANDARÉ;4;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 10 a 14 anos;3;3;Masculino;1;1;X;X
9235;Município (2010);4100400;ALMIRANTE TAMANDARÉ;4;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 10 a 14 anos;3;3;Feminino;2;2;X;X
9235;Município (2010);4100400;ALMIRANTE TAMANDARÉ;4;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 15 a 17 anos;4;4;Masculino;1;1;X;X
9235;Município (2010);4100400;ALMIRANTE TAMANDARÉ;4;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 15 a 17 anos;4;4;Feminino;2;2;X;X
9235;Município (2010);4100400;ALMIRANTE TAMANDARÉ;4;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 18 a 19 anos;5;5;Masculino;1;1;X;X
9235;Município (2010);4100400;ALMIRANTE TAMANDARÉ;4;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 18 a 19 anos;5;5;Feminino;2;2;X;X
9235;Município (2010);4100400;ALMIRANTE TAMANDARÉ;4;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 20 a 24 anos;6;6;Masculino;1;1;101;10
9235;Município (2010);4100400;ALMIRANTE TAMANDARÉ;4;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 20 a 24 anos;6;6;Feminino;2;2;162;14
9235;Município (2010);4100400;ALMIRANTE TAMANDARÉ;4;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 25 a 29 anos;7;7;Masculino;1;1;123;12
9235;Município (2010);4100400;ALMIRANTE TAMANDARÉ;4;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 25 a 29 anos;7;7;Feminino;2;2;131;12
9235;Município (2010);4100400;ALMIRANTE TAMANDARÉ;4;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 30 a 34 anos;8;8;Masculino;1;1;76;7
9235;Município (2010);4100400;ALMIRANTE TAMANDARÉ;4;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 30 a 34 anos;8;8;Feminino;2;2;119;11
9235;Município (2010);4100400;ALMIRANTE TAMANDARÉ;4;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 35 a 39 anos;9;9;Masculino;1;1;86;8
9235;Município (2010);4100400;ALMIRANTE TAMANDARÉ;4;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 35 a 39 anos;9;9;Feminino;2;2;55;6
9235;Município (2010);4100400;ALMIRANTE TAMANDARÉ;4;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 40 a 44 anos;10;10;Masculino;1;1;53;6
9235;Município (2010);4100400;ALMIRANTE TAMANDARÉ;4;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 40 a 44 anos;10;10;Feminino;2;2;X;X
9235;Município (2010);4100400;ALMIRANTE TAMANDARÉ;4;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 45 a 49 anos;11;11;Masculino;1;1;X;X
9235;Município (2010);4100400;ALMIRANTE TAMANDARÉ;4;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 45 a 49 anos;11;11;Feminino;2;2;X;X
9235;Município (2010);4100400;ALMIRANTE TAMANDARÉ;4;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 50 a 54 anos;12;12;Masculino;1;1;X;X
9235;Município (2010);4100400;ALMIRANTE TAMANDARÉ;4;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 50 a 54 anos;12;12;Feminino;2;2;X;X
9235;Município (2010);4100400;ALMIRANTE TAMANDARÉ;4;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 55 a 59 anos;13;13;Masculino;1;1;X;X
9235;Município (2010);4100400;ALMIRANTE TAMANDARÉ;4;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 55 a 59 anos;13;13;Feminino;2;2;X;X
9235;Município (2010);4100400;ALMIRANTE TAMANDARÉ;4;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 60 a 64 anos;14;14;Masculino;1;1;X;X
9235;Município (2010);4100400;ALMIRANTE TAMANDARÉ;4;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 65 a 69 anos;15;15;Masculino;1;1;X;X
9235;Município (2010);4100400;ALMIRANTE TAMANDARÉ;4;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 65 a 69 anos;15;15;Feminino;2;2;X;X
9235;Município (2010);4100400;ALMIRANTE TAMANDARÉ;4;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 70 a 74 anos;16;16;Masculino;1;1;X;X
9235;Município (2010);4101804;ARAUCÁRIA;5;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 5 a 9 anos;2;2;Masculino;1;1;220;20
9235;Município (2010);4101804;ARAUCÁRIA;5;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 5 a 9 anos;2;2;Feminino;2;2;325;30
9235;Município (2010);4101804;ARAUCÁRIA;5;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 10 a 14 anos;3;3;Masculino;1;1;287;31
9235;Município (2010);4101804;ARAUCÁRIA;5;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 10 a 14 anos;3;3;Feminino;2;2;328;34
9235;Município (2010);4101804;ARAUCÁRIA;5;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 15 a 17 anos;4;4;Masculino;1;1;180;19
9235;Município (2010);4101804;ARAUCÁRIA;5;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 15 a 17 anos;4;4;Feminino;2;2;159;15
9235;Município (2010);4101804;ARAUCÁRIA;5;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 18 a 19 anos;5;5;Masculino;1;1;189;16
9235;Município (2010);4101804;ARAUCÁRIA;5;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 18 a 19 anos;5;5;Feminino;2;2;148;14
9235;Município (2010);4101804;ARAUCÁRIA;5;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 20 a 24 anos;6;6;Masculino;1;1;399;35
9235;Município (2010);4101804;ARAUCÁRIA;5;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 20 a 24 anos;6;6;Feminino;2;2;346;33
9235;Município (2010);4101804;ARAUCÁRIA;5;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 25 a 29 anos;7;7;Masculino;1;1;426;41
9235;Município (2010);4101804;ARAUCÁRIA;5;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 25 a 29 anos;7;7;Feminino;2;2;308;30
9235;Município (2010);4101804;ARAUCÁRIA;5;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 30 a 34 anos;8;8;Masculino;1;1;332;31
9235;Município (2010);4101804;ARAUCÁRIA;5;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 30 a 34 anos;8;8;Feminino;2;2;298;29
9235;Município (2010);4101804;ARAUCÁRIA;5;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 35 a 39 anos;9;9;Masculino;1;1;384;39
9235;Município (2010);4101804;ARAUCÁRIA;5;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 35 a 39 anos;9;9;Feminino;2;2;311;29
9235;Município (2010);4101804;ARAUCÁRIA;5;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 40 a 44 anos;10;10;Masculino;1;1;275;28
9235;Município (2010);4101804;ARAUCÁRIA;5;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 40 a 44 anos;10;10;Feminino;2;2;186;20
9235;Município (2010);4101804;ARAUCÁRIA;5;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 45 a 49 anos;11;11;Masculino;1;1;145;15
9235;Município (2010);4101804;ARAUCÁRIA;5;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 45 a 49 anos;11;11;Feminino;2;2;108;9
9235;Município (2010);4101804;ARAUCÁRIA;5;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 50 a 54 anos;12;12;Masculino;1;1;137;12
9235;Município (2010);4101804;ARAUCÁRIA;5;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 50 a 54 anos;12;12;Feminino;2;2;84;9
9235;Município (2010);4101804;ARAUCÁRIA;5;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 55 a 59 anos;13;13;Masculino;1;1;93;11
9235;Município (2010);4101804;ARAUCÁRIA;5;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 55 a 59 anos;13;13;Feminino;2;2;X;X
9235;Município (2010);4101804;ARAUCÁRIA;5;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 60 a 64 anos;14;14;Masculino;1;1;X;X
9235;Município (2010);4101804;ARAUCÁRIA;5;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 60 a 64 anos;14;14;Feminino;2;2;74;6
9235;Município (2010);4101804;ARAUCÁRIA;5;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 65 a 69 anos;15;15;Masculino;1;1;X;X
9235;Município (2010);4101804;ARAUCÁRIA;5;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 70 a 74 anos;16;16;Masculino;1;1;X;X
9235;Município (2010);4101804;ARAUCÁRIA;5;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 70 a 74 anos;16;16;Feminino;2;2;X;X
9235;Município (2010);4101804;ARAUCÁRIA;5;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 75 a 79 anos;17;17;Feminino;2;2;X;X
9235;Município (2010);4101804;ARAUCÁRIA;5;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 80 a 84 anos;18;18;Masculino;1;1;X;X
9235;Município (2010);4102307;BALSA NOVA;6;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 5 a 9 anos;2;2;Masculino;1;1;X;X
9235;Município (2010);4102307;BALSA NOVA;6;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 5 a 9 anos;2;2;Feminino;2;2;X;X
9235;Município (2010);4102307;BALSA NOVA;6;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 10 a 14 anos;3;3;Masculino;1;1;X;X
9235;Município (2010);4102307;BALSA NOVA;6;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 20 a 24 anos;6;6;Masculino;1;1;X;X
9235;Município (2010);4102307;BALSA NOVA;6;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 25 a 29 anos;7;7;Feminino;2;2;X;X
9235;Município (2010);4102307;BALSA NOVA;6;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 30 a 34 anos;8;8;Masculino;1;1;X;X
9235;Município (2010);4102307;BALSA NOVA;6;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 35 a 39 anos;9;9;Masculino;1;1;X;X
9235;Município (2010);4102307;BALSA NOVA;6;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 35 a 39 anos;9;9;Feminino;2;2;X;X
9235;Município (2010);4102307;BALSA NOVA;6;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 40 a 44 anos;10;10;Feminino;2;2;X;X
9235;Município (2010);4102307;BALSA NOVA;6;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 50 a 54 anos;12;12;Masculino;1;1;X;X
9235;Município (2010);4102307;BALSA NOVA;6;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 55 a 59 anos;13;13;Masculino;1;1;X;X
9235;Município (2010);4102307;BALSA NOVA;6;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 55 a 59 anos;13;13;Feminino;2;2;X;X
